Tyrion	0.055447591710774874
Jon	0.044848169497765177
Daenerys	0.041097955400774516
Jaime	0.03660472005662751
Sansa	0.03635984896765583
Robb	0.03412784643493466
Bran	0.029003406623936624
Samwell	0.028272354636001702
Arya	0.02553359919537514
Joffrey	0.024235897079257794
Cersei	0.0215254139892607
Tywin	0.02107776934632322
Catelyn	0.0186543366972845
Mance	0.01714157110384841
Stannis	0.01681830432050945
Jorah	0.014961856208967114
Davos	0.014759694712919599
Robert	0.01405206430687898
Hodor	0.013967666757153862
Sandor	0.01323744538406284
Gregor	0.0127280699560256
Lysa	0.012448070593069889
Belwas	0.012189058477052098
Brienne	0.011905966413262845
Meera	0.01126265671725624
Edmure	0.011006363490243224
Oberyn	0.010382653034536584
Eddard	0.010357849312494513
Barristan	0.010313522790600103
Jojen	0.010254617774027064
Margaery	0.009676122116229926
Walder	0.009614235922935001
Petyr	0.0092983427436223
Craster	0.009234694246508838
Ygritte	0.008752435428222929
Melisandre	0.008716840622534132
Grenn	0.008663964595957111
Loras	0.008425150460306032
Beric	0.008071148858994886
Aemon	0.007850482564203934
Rickon	0.007844283706445028
Gilly	0.007662543011457684
Rhaegar	0.007322864524882725
Kevan	0.007064137684984242
Podrick	0.0070346598822006315
Drogo	0.006857283157631633
Brynden	0.006716237375862583
Qhorin	0.006666138821369873
Irri	0.006664880937978502
Bronn	0.006614635456000921
Thoros	0.006604850166877004
Renly	0.00644764416813505
Gendry	0.006302341241271512
Varys	0.00618110289244201
Daario	0.006036274177207293
Missandei	0.006005183282223047
Shae	0.005884260055129384
Janos	0.0055105008432957785
Meryn	0.0054955051947663085
Rattleshirt	0.005339108620262834
Lothar	0.004649494401526807
Aerys	0.004597480560319641
Val	0.004512220622435665
Roslin	0.004474655279854568
Theon	0.004471397683633074
Elia	0.004357737352769071
Tommen	0.004300178091407195
Alliser	0.0042901988469158
Ilyn	0.004192029171736502
Viserys	0.0039866942947557864
Balon	0.003962373979853273
Jeyne	0.003790204237458663
Salladhor	0.003709535739737267
Marillion	0.003700885150086999
Hoster	0.003624292601821172
Pycelle	0.0035345450957102904
Dalla	0.0035139035109543705
Worm	0.0035107095557416236
Eddison	0.0034967890746363667
Styr	0.0034192485877992847
Nan	0.003395043537715997
Robert Arryn	0.0033147687131207474
Mace	0.0033074888799703283
Myrcella	0.003060198045204086
Illyrio	0.00294872740384625
Kraznys	0.002908183728066447
Roose	0.002820968936707172
Anguy	0.002655164345015347
Aegon	0.0026069208142288584
Bowen	0.0025461297811312468
Rakharo	0.0024562893573100643
Jon Arryn	0.002451602681316181
Ellaria	0.002440713844386988
Olenna	0.002437821285628026
Rickard	0.0024107223915391723
Luwin	0.0023296966372934307
Qyburn	0.002321877262195355
Chataya	0.0022741103342991836
Lancel	0.0022424772890659948
Walton	0.002238240161893823
Shireen	0.002123014965396868
Karl	0.0020298210579235156
Amory	0.0019824624030049228
Cressen	0.001978785804093195
Orell	0.001919343715172158
Doran	0.001829535149574482
Ramsay	0.0017411238869268482
